Order Date,Country,Region,Sales Rep,Category,Product,Sales,Profit,Discount
2024-07-30,India,West,Pamela Knapp,Grocery,Vegetables,675.23,193.59,43.18
2023-02-15,India,North,Cody Silva,Sports,Basketball,1302.4,252.78,128.43
2023-10-26,Germany,South,Michelle Adams,Electronics,Tablet,1649.48,120.65,104.45
2024-05-21,UK,East,Christopher Smith,Sports,Basketball,224.48,52.16,6.87
2022-05-09,Canada,West,Kaylee Wheeler,Electronics,Headphones,1425.47,378.62,149.63
2022-08-06,Canada,South,Mitchell Carter,Clothing,Jeans,1460.64,248.93,158.32
2022-05-26,India,East,Cody Silva,Sports,Football,1848.14,245.12,337.04
2023-07-19,Canada,South,Michelle Adams,Sports,Tennis Racket,1028.02,219.6,10.99
2024-12-17,Germany,East,Erica Singh,Electronics,Smartwatch,941.6,92.71,103.54
2024-04-24,USA,West,Kaylee Wheeler,Electronics,Laptop,755.35,97.93,40.5
2024-11-29,Canada,East,Christopher Smith,Grocery,Milk,185.41,19.91,7.25
2023-02-20,UK,East,James Warren,Clothing,Jeans,648.33,147.42,6.95
2023-08-15,India,South,Kaylee Wheeler,Sports,Basketball,1214.56,339.12,172.85
2022-07-22,Canada,East,Michelle Adams,Sports,Tennis Racket,121.47,20.6,5.92
2023-01-17,Canada,East,Christopher Smith,Electronics,Smartphone,838.28,128.34,134.29
2022-04-22,USA,South,Erica Singh,Sports,Cycling Helmet,1526.9,353.56,43.08
2022-04-29,USA,East,Michelle Adams,Grocery,Bread,1999.53,505.58,348.07
2023-06-03,India,East,Mitchell Carter,Clothing,T-shirt,277.3,55.38,26.17
2023-03-19,Germany,North,Mitchell Carter,Grocery,Fruits,609.01,44.98,92.5
2022-06-25,UK,East,Cody Silva,Electronics,Smartphone,968.7,135.16,4.54
2024-03-09,India,West,Casey Manning,Electronics,Headphones,1283.1,277.8,148.53
2024-11-11,Canada,West,Mitchell Carter,Grocery,Vegetables,633.97,151.6,79.96
2022-03-25,India,West,James Warren,Furniture,Cabinet,1200.84,254.45,150.74
2022-09-09,Germany,East,Pamela Knapp,Grocery,Fruits,542.88,48.18,82.07
2024-09-17,Germany,North,Michelle Adams,Sports,Yoga Mat,1866.32,208.53,73.48
2023-08-03,USA,West,Pamela Knapp,Clothing,T-shirt,1963.11,387.25,304.2
2024-04-10,India,North,Danielle Valdez,Grocery,Milk,1402.19,135.79,269.68
2022-03-10,Canada,East,Pamela Knapp,Sports,Tennis Racket,335.82,22.28,50.81
2022-04-02,USA,South,Cody Silva,Sports,Yoga Mat,77.93,6.93,2.1
2023-02-16,Germany,North,Casey Manning,Sports,Yoga Mat,1012.31,264.07,151.94
2023-04-02,Germany,South,Christopher Smith,Sports,Yoga Mat,1113.19,64.57,12.59
2023-11-04,Canada,North,Erica Singh,Grocery,Bread,1612.18,343.59,156.07
2024-05-03,India,West,James Warren,Clothing,T-shirt,1959.66,386.1,295.11
2022-11-19,Germany,North,Kaylee Wheeler,Sports,Cycling Helmet,292.29,34.61,40.13
2024-08-03,Canada,South,Erica Singh,Sports,Yoga Mat,221.42,33.19,42.17
2024-01-24,UK,East,James Warren,Clothing,Hat,1773.72,373.95,19.93
2025-01-03,Germany,West,Michelle Adams,Grocery,Vegetables,1017.23,105.69,5.69
2023-03-14,Canada,West,Christopher Smith,Clothing,T-shirt,1711.15,195.34,133.38
2024-10-14,UK,East,Mitchell Carter,Furniture,Table,196.11,55.3,8.78
2024-02-19,Germany,West,Michelle Adams,Clothing,T-shirt,1785.12,472.31,298.42
2024-11-29,Canada,North,Erica Singh,Electronics,Smartwatch,614.83,127.74,25.92
2024-11-08,India,East,Michelle Adams,Furniture,Cabinet,1982.5,186.29,60.92
2022-05-19,India,East,Mitchell Carter,Furniture,Table,637.58,137.03,32.76
2023-09-12,Canada,South,Mitchell Carter,Grocery,Milk,865.37,46.93,107.86
2024-09-08,USA,West,Christopher Smith,Clothing,Jacket,487.5,39.94,47.28
2024-02-14,UK,East,Erica Singh,Clothing,Jacket,272.81,49.36,31.31
2023-05-14,USA,East,Kaylee Wheeler,Furniture,Chair,899.67,170.78,102.3
2023-12-02,Canada,East,Michelle Adams,Furniture,Cabinet,68.36,17.56,1.07
2023-05-09,Canada,East,Cody Silva,Grocery,Fruits,224.18,19.18,19.81
2022-05-13,USA,North,Michelle Adams,Furniture,Table,302.35,33.1,15.41
2024-10-07,USA,West,Cody Silva,Electronics,Laptop,380.93,38.08,25.47
2023-06-15,India,South,Cody Silva,Sports,Yoga Mat,1820.41,436.13,59.54
2023-02-10,India,South,Cody Silva,Grocery,Bread,1545.57,179.02,223.35
2024-05-30,Germany,West,James Warren,Clothing,Shoes,602.72,172.25,93.35
2022-07-21,UK,West,Mitchell Carter,Electronics,Laptop,918.8,188.45,164.1
2024-08-22,Canada,West,Erica Singh,Sports,Football,747.32,113.35,121.09
2023-11-20,UK,North,Michelle Adams,Sports,Yoga Mat,1478.32,303.97,252.65
2022-03-19,Germany,North,Cody Silva,Clothing,Hat,904.84,238.03,83.08
2023-12-08,India,West,Erica Singh,Grocery,Eggs,171.89,40.69,28.53
2024-01-11,India,North,Casey Manning,Clothing,Jacket,1890.06,160.55,294.57
2024-05-12,UK,South,Kaylee Wheeler,Furniture,Cabinet,1878.52,346.68,132.3
2022-06-07,Germany,East,Cody Silva,Clothing,T-shirt,91.45,8.36,11.83
2024-08-14,Germany,North,Mitchell Carter,Clothing,Jeans,540.91,90.43,52.18
2023-10-16,India,West,Erica Singh,Furniture,Chair,509.5,40.29,70.1
2023-04-25,Canada,South,Casey Manning,Furniture,Table,847.52,128.63,43.16
2023-05-28,Canada,East,Casey Manning,Clothing,T-shirt,1163.2,275.79,97.85
2022-07-27,UK,South,Casey Manning,Grocery,Milk,34.68,5.47,0.02
2025-01-18,Germany,East,Erica Singh,Electronics,Headphones,731.31,171.2,67.94
2023-05-07,USA,South,Erica Singh,Sports,Tennis Racket,521.17,121.03,89.5
2024-10-14,USA,North,Kaylee Wheeler,Grocery,Fruits,1593.69,388.43,251.31
2023-02-25,USA,East,Kaylee Wheeler,Furniture,Cabinet,920.56,153.72,123.62
2023-03-06,USA,South,Pamela Knapp,Clothing,Jacket,1666.24,127.29,55.78
2023-09-17,Germany,North,Cody Silva,Sports,Tennis Racket,1703.52,334.64,141.67
2024-09-27,USA,East,Danielle Valdez,Electronics,Smartphone,816.02,194.95,103.97
2022-07-05,India,West,Pamela Knapp,Grocery,Milk,110.13,25.15,13.68
2023-06-05,USA,North,James Warren,Sports,Basketball,1072.94,175.31,111.05
2023-02-20,UK,East,Cody Silva,Clothing,Hat,286.9,67.89,42.84
2024-08-18,USA,North,Danielle Valdez,Sports,Cycling Helmet,1653.6,265.8,126.86
2024-09-05,Canada,West,Danielle Valdez,Grocery,Fruits,963.11,143.31,30.95
2023-06-18,Germany,West,Casey Manning,Clothing,Shoes,404.8,111.03,73.25
2023-05-13,Canada,East,James Warren,Grocery,Bread,1086.22,76.38,127.36
2024-12-31,Germany,West,Erica Singh,Furniture,Chair,1033.33,114.97,187.68
2024-04-18,UK,East,Casey Manning,Clothing,Jeans,1850.14,506.1,63.49
2022-07-12,USA,South,Christopher Smith,Electronics,Tablet,623.03,174.34,91.52
2024-06-20,Canada,North,Kaylee Wheeler,Sports,Cycling Helmet,1485.65,368.52,61.63
2024-03-13,Germany,East,James Warren,Grocery,Fruits,1574.66,167.23,191.15
2023-04-18,Canada,West,Pamela Knapp,Sports,Tennis Racket,138.66,35.89,25.37
2024-04-28,Germany,North,Kaylee Wheeler,Electronics,Headphones,660.0,91.67,73.51
2023-02-18,Canada,West,James Warren,Electronics,Smartwatch,416.01,110.96,30.12
2022-12-14,USA,West,James Warren,Grocery,Eggs,701.78,121.78,37.24
2024-05-14,Germany,East,Mitchell Carter,Electronics,Tablet,566.38,146.68,45.51
2023-05-15,USA,West,Michelle Adams,Electronics,Headphones,393.34,87.15,44.51
2024-12-18,Canada,East,Danielle Valdez,Grocery,Eggs,1116.55,140.67,101.82
2023-04-16,UK,East,Danielle Valdez,Electronics,Headphones,280.42,61.24,7.2
2024-01-02,Germany,South,Casey Manning,Grocery,Vegetables,1660.21,187.6,99.53
2023-04-08,Germany,North,James Warren,Clothing,Jeans,502.4,74.33,25.84
2025-01-02,USA,East,Danielle Valdez,Clothing,Shoes,125.06,8.92,15.61
2024-10-02,UK,West,James Warren,Clothing,Jacket,897.5,149.96,119.89
2024-05-02,Canada,North,Casey Manning,Furniture,Table,656.51,35.47,0.9
2022-11-16,Canada,North,Danielle Valdez,Furniture,Table,1034.8,290.87,64.34
2023-03-21,USA,West,Christopher Smith,Clothing,Shoes,1970.07,549.64,241.28
2024-02-08,Canada,South,Pamela Knapp,Furniture,Desk,157.39,45.39,8.31
2024-06-01,Canada,West,Erica Singh,Grocery,Eggs,152.65,45.04,7.6
2024-04-25,India,East,Erica Singh,Sports,Yoga Mat,1313.1,276.0,246.03
2024-09-28,UK,East,Cody Silva,Grocery,Eggs,194.09,28.93,0.86
2024-11-29,India,East,James Warren,Furniture,Chair,794.03,230.46,107.38
2022-08-25,USA,South,Danielle Valdez,Furniture,Sofa,1362.11,186.8,55.24
2022-08-30,Canada,North,Michelle Adams,Electronics,Smartphone,1844.74,450.34,258.7
2022-03-07,UK,West,James Warren,Furniture,Sofa,117.67,29.92,6.41
2024-02-19,Germany,East,Danielle Valdez,Clothing,Hat,1378.39,145.03,224.28
2024-03-15,Germany,West,Mitchell Carter,Electronics,Smartphone,1455.93,374.76,27.26
2022-12-22,USA,North,Pamela Knapp,Clothing,Jeans,45.09,2.35,1.89
2024-09-28,Canada,South,Christopher Smith,Clothing,Jacket,1526.02,214.51,95.59
2024-07-05,Canada,South,Mitchell Carter,Grocery,Fruits,688.19,131.16,102.23
2023-02-26,Germany,West,Erica Singh,Grocery,Vegetables,1274.85,195.31,229.66
2023-12-23,USA,South,Erica Singh,Furniture,Sofa,1835.11,246.93,174.19
2023-07-16,USA,North,James Warren,Sports,Cycling Helmet,302.63,76.67,15.76
2023-07-31,India,North,Pamela Knapp,Sports,Basketball,1038.88,304.37,170.17
2024-10-03,Germany,West,Michelle Adams,Furniture,Desk,1108.06,117.03,150.79
2024-06-03,USA,East,Michelle Adams,Clothing,Hat,278.36,59.24,2.02
2022-12-30,UK,North,Mitchell Carter,Grocery,Vegetables,845.92,75.0,138.48
2022-05-29,Germany,North,Michelle Adams,Grocery,Bread,159.52,15.21,14.21
2023-02-23,USA,East,Mitchell Carter,Sports,Yoga Mat,197.58,13.89,14.83
2023-06-12,USA,South,James Warren,Clothing,Hat,1603.52,251.97,96.36
2023-08-19,India,West,Kaylee Wheeler,Furniture,Sofa,92.95,14.75,1.43
2022-08-27,USA,North,Kaylee Wheeler,Clothing,Shoes,1693.09,303.18,232.46
2022-12-19,USA,East,Christopher Smith,Clothing,Jacket,236.17,67.93,25.34
2024-06-15,Germany,North,Mitchell Carter,Electronics,Tablet,271.77,63.33,43.89
2023-12-02,USA,South,Danielle Valdez,Sports,Tennis Racket,261.61,48.61,37.5
2023-01-19,USA,North,Mitchell Carter,Electronics,Laptop,1618.11,370.87,107.23
2024-08-23,USA,North,Michelle Adams,Grocery,Fruits,978.32,269.73,13.47
2023-07-23,Canada,West,Mitchell Carter,Clothing,T-shirt,611.87,102.13,116.58
2023-02-09,India,North,Erica Singh,Electronics,Laptop,108.69,29.27,11.26
2023-04-10,UK,West,Cody Silva,Furniture,Sofa,25.93,7.47,2.93
2024-07-26,USA,East,Mitchell Carter,Furniture,Chair,417.28,61.76,4.34
2024-02-15,India,West,Cody Silva,Grocery,Eggs,701.4,36.69,94.61
2023-04-19,UK,East,Mitchell Carter,Furniture,Sofa,851.5,184.74,93.65
2022-08-06,India,East,Cody Silva,Sports,Yoga Mat,1387.47,125.75,71.26
2022-03-12,Canada,East,Danielle Valdez,Electronics,Laptop,1312.23,127.1,9.56
2023-05-05,India,West,Michelle Adams,Electronics,Headphones,1939.36,364.3,59.79
2022-09-04,Germany,North,Mitchell Carter,Grocery,Milk,1417.32,271.81,254.51
2022-12-15,India,East,Pamela Knapp,Grocery,Vegetables,223.73,18.4,43.15
2022-04-12,India,East,Casey Manning,Furniture,Table,252.16,68.38,8.89
2024-04-14,USA,North,Erica Singh,Electronics,Laptop,892.6,70.81,153.06
2024-03-23,UK,West,James Warren,Sports,Yoga Mat,1069.53,110.38,211.03
2023-04-24,Germany,East,Danielle Valdez,Electronics,Headphones,1443.2,353.08,11.16
2022-11-05,Germany,South,Danielle Valdez,Grocery,Milk,1011.5,203.34,0.51
2024-04-12,Canada,North,Danielle Valdez,Grocery,Fruits,301.65,74.01,26.36
2023-01-12,UK,West,Danielle Valdez,Furniture,Cabinet,1310.94,69.7,151.07
2022-12-03,USA,South,Danielle Valdez,Sports,Cycling Helmet,206.55,34.06,24.26
2024-05-17,Canada,North,Erica Singh,Grocery,Vegetables,939.36,54.86,85.41
2023-08-22,USA,South,Cody Silva,Sports,Tennis Racket,1590.12,182.88,120.31
2024-11-25,Canada,West,James Warren,Furniture,Table,557.24,156.79,38.58
2022-04-11,India,North,James Warren,Sports,Tennis Racket,1099.44,124.74,125.34
2022-04-06,India,South,Christopher Smith,Clothing,Hat,1909.87,409.54,117.49
2024-04-01,Canada,East,Christopher Smith,Clothing,Jeans,996.65,254.61,177.79
2025-01-15,Germany,East,Kaylee Wheeler,Electronics,Smartphone,1605.5,105.03,246.78
2022-11-25,India,East,James Warren,Clothing,Jeans,1475.42,290.56,258.46
2024-03-15,UK,South,Pamela Knapp,Electronics,Laptop,70.28,14.29,2.9
2024-01-05,Germany,South,Danielle Valdez,Grocery,Vegetables,1823.51,188.0,276.83
2022-02-11,USA,North,Mitchell Carter,Grocery,Fruits,1654.67,414.49,220.44
2023-12-07,India,South,Christopher Smith,Electronics,Laptop,1915.44,473.18,175.0
2022-03-27,India,South,Casey Manning,Sports,Basketball,183.45,11.32,0.62
2023-10-08,Canada,North,Michelle Adams,Sports,Yoga Mat,53.2,9.34,1.46
2022-04-30,Canada,West,Kaylee Wheeler,Electronics,Tablet,1176.81,324.43,95.53
2023-08-21,UK,West,Casey Manning,Grocery,Milk,1043.8,93.17,142.31
2023-07-01,India,East,Cody Silva,Clothing,T-shirt,751.43,83.44,128.38
2023-08-20,Canada,East,Mitchell Carter,Grocery,Fruits,1026.07,184.6,195.35
2024-04-30,India,West,James Warren,Clothing,Hat,1764.59,133.82,199.17
2024-05-29,USA,South,James Warren,Furniture,Table,1685.81,127.62,103.9
2024-11-20,USA,South,James Warren,Furniture,Cabinet,124.2,9.86,2.79
2022-06-21,India,East,Pamela Knapp,Clothing,Jacket,882.94,48.06,8.81
2023-07-24,India,North,Kaylee Wheeler,Clothing,Hat,1002.9,269.52,121.33
2024-11-29,India,East,Christopher Smith,Grocery,Vegetables,798.81,122.17,107.2
2024-09-29,UK,South,Michelle Adams,Furniture,Table,280.95,19.94,17.87
2023-06-30,India,South,Casey Manning,Electronics,Smartphone,1315.03,239.39,122.25
2022-08-20,UK,West,Cody Silva,Clothing,Shoes,282.57,64.24,51.93
2023-01-07,USA,North,Mitchell Carter,Clothing,T-shirt,1893.93,561.43,28.12
2023-01-07,Canada,East,James Warren,Furniture,Chair,1420.85,305.97,208.68
2024-05-27,USA,East,Pamela Knapp,Clothing,T-shirt,344.12,39.58,63.09
2023-09-30,USA,East,Kaylee Wheeler,Grocery,Bread,510.06,62.36,46.95
2023-12-23,UK,South,Danielle Valdez,Clothing,Jacket,1844.24,383.7,208.33
2022-05-31,UK,West,Mitchell Carter,Electronics,Tablet,457.61,34.92,52.15
2023-08-21,India,South,James Warren,Furniture,Cabinet,492.56,146.5,75.2
2024-05-18,India,East,Pamela Knapp,Electronics,Tablet,891.3,89.78,88.83
2022-12-10,USA,North,Mitchell Carter,Electronics,Smartwatch,344.33,61.92,60.34
2022-05-08,UK,North,Erica Singh,Furniture,Sofa,1592.86,254.51,238.38
2023-02-14,Canada,West,Christopher Smith,Furniture,Desk,1906.2,320.01,350.26
2024-02-21,Germany,East,Pamela Knapp,Grocery,Fruits,1555.7,424.92,308.91
2024-05-21,USA,East,Danielle Valdez,Sports,Tennis Racket,1104.28,176.74,220.66
2024-01-06,Canada,North,Christopher Smith,Electronics,Headphones,1567.05,79.13,167.07
2023-09-14,UK,West,Erica Singh,Grocery,Bread,236.99,69.3,26.03
2022-10-01,Canada,East,Erica Singh,Clothing,T-shirt,1545.23,279.13,226.75
2022-12-24,Germany,West,Erica Singh,Clothing,Jacket,760.17,174.7,137.87
2024-05-31,UK,South,James Warren,Grocery,Vegetables,1567.23,186.64,292.96
2024-05-05,UK,West,James Warren,Electronics,Smartwatch,383.81,63.64,68.59
2024-10-28,Canada,West,Casey Manning,Sports,Cycling Helmet,1252.44,182.95,221.75
2025-02-05,Germany,North,Kaylee Wheeler,Furniture,Cabinet,581.63,159.79,17.96
2023-08-13,Canada,East,Cody Silva,Grocery,Eggs,1468.32,302.52,159.34
2022-09-09,Canada,South,Pamela Knapp,Furniture,Desk,300.83,52.83,44.54
2022-04-16,UK,West,Christopher Smith,Electronics,Laptop,925.83,122.68,71.1
2022-05-28,UK,North,Kaylee Wheeler,Sports,Yoga Mat,1904.08,398.13,12.06
2024-08-16,Germany,East,Cody Silva,Sports,Basketball,588.38,56.01,18.01
2023-06-03,India,North,Cody Silva,Sports,Tennis Racket,1072.37,260.72,197.3
2022-03-30,Canada,North,Pamela Knapp,Grocery,Fruits,624.85,43.77,9.17
2022-12-08,USA,East,Casey Manning,Furniture,Sofa,1345.97,401.73,63.72
2022-12-17,Germany,North,Kaylee Wheeler,Grocery,Milk,1442.9,189.42,285.69
2024-12-30,UK,South,James Warren,Sports,Tennis Racket,688.72,51.92,24.31
2024-10-08,Germany,East,Cody Silva,Electronics,Smartphone,859.4,105.96,45.11
2023-06-19,Canada,East,Michelle Adams,Electronics,Laptop,566.54,31.16,39.33
2022-04-06,Germany,North,Erica Singh,Clothing,T-shirt,1241.1,237.82,6.42
2024-03-06,Canada,East,Kaylee Wheeler,Clothing,Shoes,427.16,87.51,53.01
2022-12-15,Canada,East,Christopher Smith,Furniture,Table,489.37,82.56,91.08
2023-04-16,Canada,East,Kaylee Wheeler,Electronics,Smartwatch,1503.34,106.18,272.22
2024-07-19,UK,West,Michelle Adams,Grocery,Milk,1682.86,92.31,256.94
2024-09-23,USA,West,Casey Manning,Electronics,Laptop,1381.23,82.46,202.83
2023-02-04,Germany,South,Mitchell Carter,Electronics,Smartphone,878.53,97.44,166.35
2023-06-22,USA,West,Casey Manning,Electronics,Tablet,667.63,77.11,104.98
2023-07-28,Canada,West,Danielle Valdez,Furniture,Chair,1175.96,232.99,205.11
2022-10-20,India,West,Erica Singh,Clothing,Jeans,137.86,23.68,26.14
2023-03-05,USA,South,Michelle Adams,Electronics,Headphones,901.16,95.13,33.64
2023-11-24,Canada,North,Christopher Smith,Electronics,Tablet,1371.27,343.63,114.55
2022-11-16,UK,South,Michelle Adams,Electronics,Laptop,177.69,14.13,24.32
2022-03-11,India,West,Michelle Adams,Electronics,Tablet,132.87,15.04,7.89
2022-12-08,UK,North,Erica Singh,Furniture,Desk,1404.63,409.19,263.32
2022-03-19,India,South,Christopher Smith,Clothing,Jeans,841.53,163.55,161.55
2024-09-08,India,East,Christopher Smith,Electronics,Tablet,375.02,81.66,45.51
2022-09-18,UK,East,Michelle Adams,Clothing,Jacket,1831.06,106.91,297.35
2022-04-15,India,South,Cody Silva,Electronics,Headphones,130.54,31.92,14.19
2022-10-26,USA,North,Mitchell Carter,Sports,Yoga Mat,1801.35,280.96,115.17
2024-02-21,USA,East,Danielle Valdez,Furniture,Table,1362.66,107.81,213.09
2022-04-11,Canada,North,Kaylee Wheeler,Grocery,Eggs,942.86,266.25,170.8
2022-12-17,UK,East,James Warren,Furniture,Sofa,1560.05,262.05,87.06
2022-08-09,Germany,South,Kaylee Wheeler,Clothing,Hat,670.44,67.98,23.38
2025-02-08,USA,East,Michelle Adams,Grocery,Vegetables,1471.61,280.52,280.33
2023-06-11,UK,West,Michelle Adams,Furniture,Sofa,481.54,71.53,63.03
2024-03-23,India,West,Casey Manning,Furniture,Chair,1497.97,370.93,138.45
2024-06-14,Germany,West,Danielle Valdez,Grocery,Vegetables,1982.13,496.43,337.03
2025-01-07,Canada,North,Kaylee Wheeler,Clothing,Jacket,1324.04,247.98,186.19
2024-02-19,UK,North,Cody Silva,Sports,Cycling Helmet,1438.48,117.39,117.0
2024-02-21,USA,East,Christopher Smith,Electronics,Tablet,1085.45,158.84,25.49
2023-07-23,Canada,South,Pamela Knapp,Furniture,Sofa,178.02,18.03,16.53
2024-05-08,Germany,North,Danielle Valdez,Sports,Yoga Mat,773.9,193.39,151.69
2023-05-09,India,North,Mitchell Carter,Grocery,Fruits,1558.11,108.8,303.65
2023-04-22,Canada,West,Michelle Adams,Grocery,Bread,719.97,66.31,116.13
2022-06-12,UK,West,Casey Manning,Grocery,Eggs,63.13,6.67,5.33
2022-05-03,USA,South,Michelle Adams,Clothing,Jeans,585.07,98.19,24.98
2024-03-11,UK,North,Michelle Adams,Sports,Basketball,845.62,123.29,116.45
2022-06-29,UK,West,Casey Manning,Sports,Tennis Racket,1212.61,324.54,238.02
2024-02-26,USA,West,Mitchell Carter,Electronics,Tablet,641.92,191.95,25.2
2025-02-09,Canada,West,James Warren,Sports,Tennis Racket,836.88,70.61,24.46
2023-05-15,UK,South,Christopher Smith,Electronics,Headphones,539.53,54.09,26.79
2023-10-30,Canada,South,Mitchell Carter,Electronics,Laptop,820.13,80.33,144.94
2023-04-23,UK,West,Pamela Knapp,Grocery,Eggs,906.95,50.36,171.83
2024-02-09,Germany,East,Kaylee Wheeler,Clothing,T-shirt,812.69,116.17,56.98
2022-11-30,India,East,Casey Manning,Grocery,Vegetables,94.08,26.36,11.12
2022-11-05,UK,South,Kaylee Wheeler,Electronics,Smartwatch,1112.99,87.99,104.44
2022-04-14,Canada,South,Cody Silva,Electronics,Laptop,1294.46,157.14,187.06
2024-05-05,UK,West,Cody Silva,Clothing,Jeans,184.9,33.35,28.56
2024-12-11,Germany,East,Cody Silva,Clothing,Jeans,1182.32,123.98,205.46
2022-04-12,Canada,North,Erica Singh,Sports,Tennis Racket,1470.55,159.32,224.63
2024-06-09,UK,North,Casey Manning,Furniture,Table,118.63,33.44,5.95
2023-08-12,USA,West,Mitchell Carter,Electronics,Smartwatch,181.61,45.07,10.17
2022-10-22,UK,South,Michelle Adams,Sports,Basketball,1338.53,104.41,168.04
2022-06-06,USA,East,Kaylee Wheeler,Clothing,Shoes,1835.63,123.05,206.34
2022-07-27,India,West,Christopher Smith,Electronics,Headphones,1220.98,171.09,130.82
2024-04-07,Canada,South,Cody Silva,Grocery,Milk,1363.5,105.41,195.37
2024-03-08,UK,South,Cody Silva,Sports,Tennis Racket,1211.63,175.55,61.73
2023-12-07,UK,South,Pamela Knapp,Electronics,Smartphone,29.35,1.78,0.05
2024-03-06,UK,West,Christopher Smith,Sports,Basketball,1261.42,212.09,131.97
2023-08-31,Canada,South,Danielle Valdez,Sports,Football,1320.32,288.07,193.88
2023-11-30,USA,East,Michelle Adams,Grocery,Eggs,208.26,33.67,25.88
2023-08-27,USA,East,Cody Silva,Sports,Basketball,968.2,78.95,150.81
2022-11-24,USA,South,Casey Manning,Furniture,Chair,528.82,96.17,2.49
2024-12-26,USA,North,Mitchell Carter,Sports,Yoga Mat,755.61,165.08,102.89
2022-05-23,USA,West,Cody Silva,Sports,Basketball,774.46,140.77,11.76
2024-10-23,Canada,East,Casey Manning,Clothing,T-shirt,459.46,129.62,5.26
2022-12-11,Canada,East,Danielle Valdez,Electronics,Smartphone,1281.58,118.52,153.99
2023-03-11,India,East,Erica Singh,Grocery,Fruits,1959.37,544.21,36.52
2022-09-15,USA,West,Danielle Valdez,Clothing,Hat,1057.5,55.51,36.11
2023-02-07,UK,East,Erica Singh,Clothing,Jeans,111.61,16.22,3.98
2022-12-28,India,West,Cody Silva,Sports,Basketball,1918.69,294.51,280.9
2022-04-03,Canada,East,Cody Silva,Clothing,T-shirt,471.17,42.22,43.16
2024-06-28,USA,West,Pamela Knapp,Furniture,Desk,1832.05,99.38,17.85
2023-01-06,UK,East,Michelle Adams,Electronics,Smartphone,1802.73,344.3,178.53
2022-05-16,Germany,South,Erica Singh,Grocery,Fruits,804.15,175.88,66.69
2024-10-10,India,North,James Warren,Grocery,Fruits,1603.8,475.89,192.35
2023-07-17,UK,North,Mitchell Carter,Furniture,Chair,168.24,15.18,11.75
2024-12-21,USA,South,Pamela Knapp,Clothing,Jeans,515.22,128.84,75.53
2023-10-09,UK,South,Danielle Valdez,Grocery,Eggs,1734.31,279.73,222.91
2023-01-31,Germany,South,Danielle Valdez,Electronics,Smartphone,122.41,12.64,9.1
2022-09-27,UK,South,Erica Singh,Clothing,Hat,1324.82,196.55,52.82
2025-01-16,India,East,James Warren,Furniture,Table,1918.78,551.82,194.79
2024-02-04,USA,West,Casey Manning,Sports,Basketball,1715.95,388.4,201.23
2022-03-25,Canada,East,Danielle Valdez,Furniture,Desk,525.64,152.73,82.58
2022-11-18,India,East,Pamela Knapp,Clothing,Shoes,723.23,51.61,110.56
2023-01-04,Canada,East,Pamela Knapp,Clothing,Jacket,570.48,65.91,12.64
2024-01-04,UK,North,Michelle Adams,Furniture,Table,512.04,48.67,62.87
2023-06-16,Canada,West,Christopher Smith,Sports,Yoga Mat,470.7,85.32,41.31
2022-06-15,Germany,East,Kaylee Wheeler,Sports,Cycling Helmet,1246.25,224.75,10.05
2024-10-24,Canada,West,Cody Silva,Grocery,Vegetables,822.33,214.34,132.48
2022-08-24,UK,South,Danielle Valdez,Electronics,Headphones,36.52,4.27,0.48
2024-10-09,USA,West,Mitchell Carter,Clothing,Shoes,889.68,154.38,30.71
2024-07-27,USA,West,Casey Manning,Grocery,Eggs,29.36,8.18,5.3
2024-08-12,Canada,West,Christopher Smith,Grocery,Vegetables,782.34,209.45,137.03
2023-05-15,Canada,South,Danielle Valdez,Sports,Football,620.63,176.35,85.22
2023-08-19,Canada,East,Danielle Valdez,Clothing,Jeans,92.17,25.8,16.71
2022-04-24,USA,East,Kaylee Wheeler,Sports,Football,1799.71,147.52,77.53
2023-01-12,India,West,Christopher Smith,Clothing,Hat,1746.64,521.62,238.53
2024-01-04,USA,East,Kaylee Wheeler,Furniture,Cabinet,1897.38,204.64,218.07
2023-11-29,USA,North,Kaylee Wheeler,Grocery,Bread,246.75,52.2,43.75
2025-02-03,UK,South,James Warren,Grocery,Eggs,1501.03,120.26,50.35
2024-09-19,USA,North,James Warren,Furniture,Cabinet,628.05,57.25,12.54
2023-12-11,Canada,North,Mitchell Carter,Furniture,Cabinet,1706.19,412.32,46.23
2024-02-16,Germany,East,Erica Singh,Electronics,Tablet,731.98,106.82,3.63
2023-09-03,Germany,North,James Warren,Clothing,Shoes,146.3,27.21,2.23
2023-01-29,Canada,South,Mitchell Carter,Furniture,Table,1269.07,336.85,138.98
2023-09-03,Germany,East,Pamela Knapp,Furniture,Sofa,1723.18,432.35,278.26
2022-07-19,USA,North,Christopher Smith,Sports,Cycling Helmet,927.22,206.18,175.74
2024-08-11,USA,East,Mitchell Carter,Electronics,Laptop,1103.7,155.42,207.78
2023-09-12,India,West,James Warren,Grocery,Fruits,835.94,104.89,149.53
2024-12-25,UK,East,Pamela Knapp,Furniture,Cabinet,1971.08,197.54,143.88
2024-02-26,Germany,West,Pamela Knapp,Furniture,Desk,1164.96,315.43,129.65
2024-05-10,Germany,South,Erica Singh,Grocery,Fruits,1762.4,450.53,299.95
2023-06-04,Canada,West,Cody Silva,Electronics,Headphones,273.06,53.35,28.34
2023-03-05,UK,West,Erica Singh,Grocery,Bread,816.92,74.1,86.67
